Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
"Angel Donuts & Treats, LLC",78726,07/31/2014,97,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,09/24/2013,96,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,11/20/2015,92,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
Angel's Ice House,78669,01/21/2015,90,"21815 W SH 71
SPICEWOOD, TX 78669
",2802178,Routine Inspection
Angel's Ice House,78669,02/16/2016,96,"21815 W SH 71
SPICEWOOD, TX 78669
",2802178,Routine Inspection
Angel's Ice House,78669,02/19/2014,96,"21815 W SH 71
SPICEWOOD, TX 78669
",2802178,Routine Inspection
Angel's Ice House,78669,08/10/2015,77,"21815 W SH 71
SPICEWOOD, TX 78669
",2802178,Routine Inspection
Angel's Ice House,78669,08/15/2014,91,"21815 W SH 71
SPICEWOOD, TX 78669
",2802178,Routine Inspection
Antojitos Gladys,78617,04/14/2014,100,"4511 E SH 71
AUSTIN, TX 78617
",10792530,Routine Inspection
Antojitos Gladys,78617,04/24/2015,100,"4511 E SH 71
AUSTIN, TX 78617
",10792530,Routine Inspection
Antojitos Gladys,78617,10/14/2014,97,"4511 E SH 71
AUSTIN, TX 78617
",10792530,Routine Inspection
Antojitos Gladys,78617,10/29/2015,94,"4511 E SH 71
AUSTIN, TX 78617
",10792530,Routine Inspection
Apis Restaurant,78669,03/31/2016,98,"23526 W SH 71
SPICEWOOD, TX 78669
",11272878,Routine Inspection
Apis Restaurant,78669,08/20/2015,80,"23526 W SH 71
SPICEWOOD, TX 78669
",11272878,Routine Inspection
Applebee's,78717,04/24/2014,71,"11013 LAKELINE MALL DR
AUSTIN, TX 78717
",10870119,Routine Inspection
Applebee's,78717,05/18/2015,92,"11013 LAKELINE MALL DR
AUSTIN, TX 78717
",10870119,Routine Inspection
Applebee's,78735,06/01/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,06/20/2014,81,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,09/20/2013,85,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78717,11/19/2014,85,"11013 LAKELINE MALL DR
AUSTIN, TX 78717
",10870119,Routine Inspection
Applebee's,78735,11/24/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78717,12/03/2015,89,"11013 LAKELINE MALL DR
AUSTIN, TX 78717
",10870119,Routine Inspection
Applebee's,78735,12/22/2014,85,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applied Materials,78754,02/11/2016,92,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,05/13/2014,100,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,06/10/2015,87,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,10/04/2013,97,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,11/10/2014,94,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Ashley's Playhouse,78729,01/07/2016,97,"13343 N US 183 HWY Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,02/17/2015,100,"13343 N US 183 HWY Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,07/17/2015,100,"13343 N US 183 HWY Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,09/22/2014,100,"13343 N US 183 HWY Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Asian Beverage Corp.,78660,05/05/2015,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,06/18/2014,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,11/05/2015,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,11/19/2013,97,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,12/17/2014,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Austex Shell,78750,03/11/2015,92,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,05/12/2014,100,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,05/30/2013,86,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,07/07/2015,96,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,10/15/2014,97,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,11/27/2013,100,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,12/18/2015,98,"13296 N US 183 HWY
AUSTIN, TX 78750
",10103836,Routine Inspection
Austin Golf Club,78669,02/29/2016,87,"24900 W SH 71
SPICEWOOD, TX 78669
",2801719,Routine Inspection
Austin Golf Club,78669,03/02/2015,100,"24900 W SH 71
SPICEWOOD, TX 78669
",2801719,Routine Inspection
Austin Golf Club,78669,03/12/2014,92,"24900 W SH 71
SPICEWOOD, TX 78669
",2801719,Routine Inspection
Austin Golf Club,78669,08/25/2015,100,"24900 W SH 71
SPICEWOOD, TX 78669
",2801719,Routine Inspection
Austin Golf Club,78669,09/19/2014,100,"24900 W SH 71
SPICEWOOD, TX 78669
",2801719,Routine Inspection
Austin Gourmet Popcorn,78729,04/13/2016,97,"13343 N US 183 HWY Unit 250
AUSTIN, TX 78729
",11423650,Routine Inspection
Austin Transitional Center,78617,01/07/2014,97,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin Transitional Center,78617,01/08/2015,100,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin Transitional Center,78617,06/04/2015,100,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin Transitional Center,78617,06/18/2013,77,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin Transitional Center,78617,07/07/2014,100,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin Transitional Center,78617,12/10/2015,98,"3154 E SH 71 EB
AUSTIN, TX 78617
",10402997,Routine Inspection
Austin's Park n Pizza,78660,04/27/2015,82,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,06/16/2014,96,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,09/10/2015,90,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,11/12/2013,84,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,12/01/2014,85,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Pizza,78660,04/07/2016,98,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,04/23/2015,94,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,06/23/2014,89,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,09/16/2015,93,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,12/04/2014,100,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,12/06/2013,89,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
BC - Baguette et Chocolat,78738,03/12/2015,100,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,03/26/2014,89,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,04/12/2016,89,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,08/02/2013,88,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,09/18/2014,83,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,09/23/2015,97,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Bamam,78738,01/09/2015,94,"14211 W SH 71
BEE CAVE, TX 78738
",10737435,Routine Inspection
BC - Bamam,78738,05/28/2015,97,"14211 W SH 71
BEE CAVE, TX 78738
",10737435,Routine Inspection
BC - Bamam,78738,06/30/2014,97,"14211 W SH 71
BEE CAVE, TX 78738
",10737435,Routine Inspection
BC - Bamam,78738,11/15/2013,90,"14211 W SH 71
BEE CAVE, TX 78738
",10737435,Routine Inspection
BC - Bamam,78738,12/17/2015,98,"14211 W SH 71
BEE CAVE, TX 78738
",10737435,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,01/12/2016,100,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,05/29/2015,93,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,06/12/2014,79,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,11/19/2013,86,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,12/18/2014,100,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,05/20/2015,94,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,11/16/2015,96,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Emerald Restaurant,78738,02/20/2015,80,"13614 W SH 71
BEE CAVE, TX 78738
",10260786,Routine Inspection
BC - Emerald Restaurant,78738,06/06/2014,78,"13614 W SH 71
BEE CAVE, TX 78738
",10260786,Routine Inspection
BC - Emerald Restaurant,78738,08/06/2013,73,"13614 W SH 71
BEE CAVE, TX 78738
",10260786,Routine Inspection
BC - Emerald Restaurant,78738,09/30/2015,88,"13614 W SH 71
BEE CAVE, TX 78738
",10260786,Routine Inspection
BC - Grace House of Lake Travis (East),78738,01/05/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,05/22/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,06/04/2013,97,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,06/17/2014,92,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,11/23/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,12/04/2013,97,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (West),78738,01/05/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,05/22/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,06/04/2013,97,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,06/17/2014,96,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,11/23/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,12/04/2013,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - HEB Food Store #404,78733,02/27/2015,100,"12400 W SH 71
BEE CAVE, TX 78733
",10260892,Routine Inspection
BC - HEB Food Store #404,78733,08/13/2014,97,"12400 W SH 71
BEE CAVE, TX 78733
",10260892,Routine Inspection
BC - HEB Food Store #404,78733,09/08/2015,100,"12400 W SH 71
BEE CAVE, TX 78733
",10260892,Routine Inspection
BC - HEB Food Store #404,78733,11/25/2013,97,"12400 W SH 71
BEE CAVE, TX 78733
",10260892,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78733,02/27/2015,100,"12400 W SH 71
BEE CAVE, TX 78733
",10260923,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78733,08/13/2014,94,"12400 W SH 71
BEE CAVE, TX 78733
",10260923,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78733,09/08/2015,97,"12400 W SH 71
BEE CAVE, TX 78733
",10260923,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78733,12/10/2013,93,"12400 W SH 71
BEE CAVE, TX 78733
",10260923,Routine Inspection
BC - Hill Country Food Mart,78738,04/14/2015,82,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
",10426941,Routine Inspection
BC - Hill Country Food Mart,78738,04/15/2014,81,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
",10426941,Routine Inspection
BC - Hill Country Food Mart,78738,10/10/2013,89,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
",10426941,Routine Inspection
BC - Hill Country Food Mart,78738,10/27/2014,89,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
",10426941,Routine Inspection
BC - Hill Country Food Mart,78738,12/07/2015,86,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
",10426941,Routine Inspection
BC - Jersey Giant Pizza,78738,02/24/2015,100,"13908 W SH 71
BEE CAVE, TX 78738
",11077106,Routine Inspection
BC - Jersey Giant Pizza,78738,02/25/2016,94,"13908 W SH 71
BEE CAVE, TX 78738
",11077106,Routine Inspection
BC - Jersey Giant Pizza,78738,08/13/2014,96,"13908 W SH 71
BEE CAVE, TX 78738
",11077106,Routine Inspection
BC - Jersey Giant Pizza,78738,08/20/2015,100,"13908 W SH 71
BEE CAVE, TX 78738
",11077106,Routine Inspection
BC - Kwik Chek #55,78738,01/10/2014,94,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Kwik Chek #55,78738,01/26/2015,97,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Kwik Chek #55,78738,06/15/2015,97,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Kwik Chek #55,78738,07/01/2013,97,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Kwik Chek #55,78738,07/18/2014,84,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Kwik Chek #55,78738,12/14/2015,100,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
",10374866,Routine Inspection
BC - Lake Hills Church,78738,01/15/2014,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,03/16/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,04/22/2016,94,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,07/23/2014,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/29/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Learn and Laugh Preschool,78738,10/26/2015,100,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2014,78,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2015,96,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2016,90,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,08/12/2014,88,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,08/24/2015,87,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - McDonald's #8056,78738,03/20/2015,97,"12514 W SH 71
BEE CAVE, TX 78738
",10261051,Routine Inspection
BC - McDonald's #8056,78738,04/30/2014,85,"12514 W SH 71
BEE CAVE, TX 78738
",10261051,Routine Inspection
BC - McDonald's #8056,78738,10/15/2013,89,"12514 W SH 71
BEE CAVE, TX 78738
",10261051,Routine Inspection
BC - McDonald's #8056,78738,10/21/2015,90,"12514 W SH 71
BEE CAVE, TX 78738
",10261051,Routine Inspection
BC - McDonald's #8056,78738,10/23/2014,100,"12514 W SH 71
BEE CAVE, TX 78738
",10261051,Routine Inspection
BC - Mesa Rosa IV,78738,01/12/2016,92,"3620 S FM 620 RD
BEE CAVE, TX 78738
",10337588,Routine Inspection
BC - Mesa Rosa IV,78738,01/26/2015,86,"3620 S FM 620 RD
BEE CAVE, TX 78738
",10337588,Routine Inspection
BC - Mesa Rosa IV,78738,05/27/2014,90,"3620 S FM 620 RD
BEE CAVE, TX 78738
",10337588,Routine Inspection
BC - Mesa Rosa IV,78738,07/20/2015,90,"3620 S FM 620 RD
BEE CAVE, TX 78738
",10337588,Routine Inspection
BC - Mesa Rosa IV,78738,10/21/2013,85,"3620 S FM 620 RD
BEE CAVE, TX 78738
",10337588,Routine Inspection
BC - Mountain Star Lodge,78738,05/22/2015,94,"3573 S FM 620 RD
BEE CAVE, TX 78738
",10079153,Routine Inspection
BC - Mountain Star Lodge,78738,06/18/2014,94,"3573 S FM 620 RD
BEE CAVE, TX 78738
",10079153,Routine Inspection
BC - Mountain Star Lodge,78738,10/29/2013,84,"3573 S FM 620 RD
BEE CAVE, TX 78738
",10079153,Routine Inspection
BC - Mountain Star Lodge,78738,11/06/2014,97,"3573 S FM 620 RD
BEE CAVE, TX 78738
",10079153,Routine Inspection
BC - Mountain Star Lodge,78738,12/14/2015,99,"3573 S FM 620 RD
BEE CAVE, TX 78738
",10079153,Routine Inspection
BC - Napolis Italian Restaurant,78738,03/12/2015,83,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,03/27/2014,74,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,04/12/2016,86,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,08/06/2013,87,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,09/10/2014,81,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,09/30/2015,97,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Pizza Hut,78738,03/19/2015,96,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Pizza Hut,78738,10/21/2015,100,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Rocco's Grill,78733,01/25/2016,84,"12432 FM 2244 RD
BEE CAVE, TX 78733
",11336728,Routine Inspection
